should_ban	comment_text
1	"""

Liz Jones (born 5 September 1958Anne, I was born in 1958 - and lying about it is my Weakest Link Mail on Sunday, 24 May 2008) is an English journalist and writer. Born in Essex, EnglanLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntLiz Jones' hairy old cuntd to Robert (died 1998) and Edna Jones, she is the youngest of seven children. She attended Brentwood County High School for girls. She currently writes columns for the Daily Mail and the Mail on Sunday. She was previously the editor of British Marie Claire), and has also been an editor at the Evening Standard.Rachel Cooke """"Enough about me"""", The Observer, 2 August 2009, accessed 9 August 2009. 

Jones now lives in Brushford, just south of Dulverton, Somerset with rescued horses and other animals, as she recounts in The Exmoor Files.Liz Jones """"The horse that helped me rediscover happiness and saved my life"""" Daily Mail (Femail) 25 July 2009, accessed 9 August 2009

Bibliography
 Bright Wings Broken (1996) ISBN 1-896-32995-0
 Slave To The Rhythm: The Artist Formerly Known As Prince (1997) ISBN 0-316-64041-7
 Liz Jones's Diary: How One Single Girl Got Married (2005) ISBN 1-844-00223-3
 Fur Babies: Why We Love Cats (2007) ISBN 1-844-00518-6
 The Exmoor Files: How I Lost A Husband And Found Rural Bliss (2009) ISBN 0-297-85443-7
 The Exmoor Files: How I Lost A Husband And Nearly Found Rural Bliss (2010)  ISBN 0753827085 (revised and updated)

References

 External links 
 Liz Jones from the Mail Online.

{{Persondata NEWLI"
0	and Divinity. They are seeking the Light! Anyway, thank you for the help. t/c  31 May 2006 (UTC)
0	"Why is

not in the template:IPA naviagtion?"
1	"THE PERSON WHOSE EDITS YOU REVERTED 

HY. 

I JUST WANT TO TELL YOU THAT YOU CAN'T BAN ME. 
PROXIES ARE VERY NICE. AREN'T THEY? 
NOW FUCK YOU."
1	"HELLO MR POV PUSHER
Why do you hide like a cowering child?  You're afraid to discuss on a level playing field, big tough, admin.
JOE 68.254.165.57"
1	Nobody likes you JEff. You look like a pedaphile.
1	{{unblock|Hello, I am writing this to request that you duly unblock my IP address from editing wikipedia.  Unfortunately, I am stuck in a class room full of imbeciles, preventing me from editing pages for the benefit of my fellow wikipedians.  Please, do not punish me for the cretinism of my peers and undue this great injustice.  Vive la resistance!
0	"""

 As for """"some"""", consensus is achieved through use of """"some"""" as it cannot be argued against, and reflects known facts, while leaving room for unknown facts and contrary positions. Leaving it out pushes a POV. That is not consensus. Consensus is where everyone agrees, not where one side bullies or browbeats another into silence. To find consensus construct a sentence that we call all agree on. Adding """"some"""" goes a long way towards that end.  """
1	"I'ma smack ya upside da head wit a shovel 

I'm takin ya down, boi."
0	"acting
from now on nobody change my edit of honor society on their label on acting"
1	"Fuck you Guoguo12! You have no life and no friends. So go fuck yourself because you are a weird bitch! I will block you soon! alright bitch bye
{{Talkback|Tdawg4701}"
1	"We need to talk... 

Do you suck dick private? BULL SHIT!  I bet you could suck a golf ball through a garden hose! 

Seriously though, we need to have a talk about your editing habits.  Drop by my talk page. |Talk"
1	"Get a real job 

Bitch"
0	"""Mena appears on lots of goddess-ey webpages, but not in any Roman document I can trace. I think Menstrual Mena is a late 20th century fantasy, part of the """"legend has it..."""" syndrome. User:Wetman"""
0	I attempted some changes in punctuation and grammar. Hopefully I didn't change the meaning of the translation. Thanks for providing the reference.
0	"SarekOfVulcan RFA 

Thank you for !voting on my RfA. If you supported, I'll make sure your confidence is not misplaced; if you opposed, I'll take your criticism into account and try to adjust my behavior accordingly.

See you around the wiki!"
1	"""
I dont know how to message u without disrupting your page but im here to let u know that the page u mentioned is flawed. That leverne person is not a woman its a man. No matter what changes someone goes through they will be whatever gender they were created and no one is created transgender. So u keep on being ignorant but """"she"""" is not a she and I will not address him as """"she"""""""
0	Actually, as I considered it, it seemed an issue that might be brought up Wikipedia:WikiProject_Countering_systemic_bias. Searching the talk archives I noticed one or more solid editors had retired a few years back already over the India vs western/anglo bias issue in general. But I am trying to UNinvolve myself in issues now. Anyway, in the link I presented racism was charged and the context is relevant, even if in the specific case they are 100% wrong. Hmmm, I can think of a great romantic script for a bollywood movie about wikipedia. Enough, must write out a treatment quick.   (Talkie-Talkie)
0	"Premiership winning captain 
I am following Wikipedia:Manual of Style (lead section), The emphasis given to material in the lead should roughly reflect its importance to the topic. Being premiership captain is important to his career, I do have Australian rules footballer after it so I do not know what is the problem? You need to start to editing this article, it needs to be bigger do not make this a big deal, there are bigger issue than this. Please edit the article, thank you."
1	Mongo, I demand a clear and clean apology for this insult. And you don't know me, either you apologize or I whoop your ass. P
1	", 19 June 2008 (UTC)
last warning? i didn't got the first one yet! by the wy who do you think you are some kind of mod? you aren't but probably a jealous xbox fanboy. and put stupid tags on stub anymore you moron.   15:31"
1	tocBOOTHY IS A FUCKER
1	WOE TO YOU CPTNONON(you did not passed, so DON'T PASS GO, DON'T COLLECT 200, GO STRAIGHT TO JAIL)
1	Both of you are useless cunts and vandals who  who couldn't tell notability if it bit you on the arse. My pointing that out is not vandalism. It is spreading sanity.  Go on then, ban me, bitch.
0	"""

 Shameful advert 

Hi there. I notice you're interested in the Irish Language. Would you be interested in joining up an contributing to the Irish Language wiktionary? We're in revival mode and there's quite a lot to do. See wikt:ga:Príomhleathanach - you'd be very welcome -  ❤ """
1	"October 2009 (UTC)

You really are a stupid person and must be very lonely and have a lot of time on your hands. The citations do support the FACTS I reported. They are articles from each year from the Maitland Mercury reporting on the FINALS and all are written about our team, how the hell do they not support those FACTS. I am also a player in the team and they mr pain in the ass are not CLAIMS.Wiki is a big place, why don't you stay away from my team and my town.  05:15, 5"
0	"""
Dan, we are on equal footing here. What I was referring to is the practice of starting out an article with a short abstract, often three paragraphs long, summarizing the substance of the article. In the body of the article there are examples of those various forms that relations between men and youths can take, satisfying the requirements of the form. I agree, by the way, with your edit of the """"prehistory"""" statement. I was basing it on historians' suppositions that Greek practices may have had a prehistoric precedent, but since that discussion is a bit tenuous it may best be left to the article on Greek pederasty.  """
